Prompt,Entities
"Allow access for IP ""11.229.145.162"" from ""24.79.136.142"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""11.229.145.162"", ""24.79.136.142""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""27.159.108.190"" from ""234.194.240.252"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""27.159.108.190"", ""234.194.240.252""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""96.174.94.113"" from ""89.52.124.152"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""96.174.94.113"", ""89.52.124.152""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""197.44.255.123"" from ""143.241.114.73"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""197.44.255.123"", ""143.241.114.73""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""215.142.100.69"" from ""188.254.120.203"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""215.142.100.69"", ""188.254.120.203""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""111.158.179.145"" from ""238.5.141.45"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""111.158.179.145"", ""238.5.141.45""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""199.222.89.95"" from ""65.114.15.14"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""199.222.89.95"", ""65.114.15.14""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""31.198.60.71"" from ""42.196.63.87"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""31.198.60.71"", ""42.196.63.87""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""126.111.105.172"" from ""22.178.230.99"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""126.111.105.172"", ""22.178.230.99""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""94.130.3.11"" from ""215.24.39.142"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""94.130.3.11"", ""215.24.39.142""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""198.61.63.158"" from ""211.176.143.187"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""198.61.63.158"", ""211.176.143.187""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""150.163.254.61"" from ""69.62.223.30"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""150.163.254.61"", ""69.62.223.30""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""66.35.244.110"" from ""250.149.126.155"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""66.35.244.110"", ""250.149.126.155""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""17.180.62.67"" from ""37.226.158.205"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""17.180.62.67"", ""37.226.158.205""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""73.79.67.136"" from ""203.105.17.80"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""73.79.67.136"", ""203.105.17.80""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""198.204.159.176"" from ""13.67.177.224"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""198.204.159.176"", ""13.67.177.224""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""130.55.8.141"" from ""215.196.47.122"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""130.55.8.141"", ""215.196.47.122""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""47.148.3.198"" from ""31.240.231.131"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""47.148.3.198"", ""31.240.231.131""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""103.24.11.164"" from ""240.171.180.51"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""103.24.11.164"", ""240.171.180.51""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""97.74.158.9"" from ""230.238.253.190"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""97.74.158.9"", ""230.238.253.190""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""73.201.184.205"" from ""51.6.239.23"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""73.201.184.205"", ""51.6.239.23""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""151.238.255.119"" from ""41.212.170.231"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""151.238.255.119"", ""41.212.170.231""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""148.123.113.180"" from ""36.237.171.149"" source and ""WAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""148.123.113.180"", ""36.237.171.149""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""186.168.156.77"" from ""245.128.64.16"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""186.168.156.77"", ""245.128.64.16""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""14.45.130.66"" from ""181.58.185.180"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""14.45.130.66"", ""181.58.185.180""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""71.166.207.171"" from ""169.56.134.221"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""71.166.207.171"", ""169.56.134.221""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""25.27.45.199"" from ""94.73.144.71"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""25.27.45.199"", ""94.73.144.71""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""110.187.227.82"" from ""223.230.95.127"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""110.187.227.82"", ""223.230.95.127""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""32.174.94.51"" from ""77.202.252.241"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""32.174.94.51"", ""77.202.252.241""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""108.4.144.195"" from ""43.219.56.187"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""108.4.144.195"", ""43.219.56.187""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""132.45.54.64"" from ""116.28.64.123"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""132.45.54.64"", ""116.28.64.123""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""172.174.1.148"" from ""250.72.76.109"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""172.174.1.148"", ""250.72.76.109""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""218.92.60.2"" from ""228.151.217.38"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""218.92.60.2"", ""228.151.217.38""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""36.175.212.231"" from ""243.96.80.58"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""36.175.212.231"", ""243.96.80.58""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""52.35.109.170"" from ""85.49.83.78"" source and ""WAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""52.35.109.170"", ""85.49.83.78""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""58.39.136.216"" from ""93.123.254.30"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""58.39.136.216"", ""93.123.254.30""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""111.64.58.231"" from ""58.131.171.32"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""111.64.58.231"", ""58.131.171.32""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""42.174.132.158"" from ""36.64.219.241"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""42.174.132.158"", ""36.64.219.241""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""216.152.139.7"" from ""50.129.62.164"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""216.152.139.7"", ""50.129.62.164""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""109.69.127.120"" from ""33.215.137.161"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""109.69.127.120"", ""33.215.137.161""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""171.139.151.207"" from ""52.151.224.205"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""171.139.151.207"", ""52.151.224.205""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""101.226.184.79"" from ""17.201.183.55"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""101.226.184.79"", ""17.201.183.55""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""2.57.82.147"" from ""157.206.226.54"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""2.57.82.147"", ""157.206.226.54""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""26.44.175.141"" from ""75.163.140.94"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""26.44.175.141"", ""75.163.140.94""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""98.113.51.185"" from ""56.15.94.47"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""98.113.51.185"", ""56.15.94.47""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""27.168.101.61"" from ""17.133.198.207"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""27.168.101.61"", ""17.133.198.207""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""232.5.130.210"" from ""49.83.182.125"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""232.5.130.210"", ""49.83.182.125""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""134.170.26.15"" from ""238.118.112.114"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""134.170.26.15"", ""238.118.112.114""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""120.83.47.240"" from ""243.20.176.30"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""120.83.47.240"", ""243.20.176.30""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""189.189.178.118"" from ""247.204.250.214"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""189.189.178.118"", ""247.204.250.214""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""64.200.2.83"" from ""73.226.238.146"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""64.200.2.83"", ""73.226.238.146""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""65.178.172.60"" from ""28.109.149.120"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""65.178.172.60"", ""28.109.149.120""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""131.25.94.197"" from ""29.113.241.69"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""131.25.94.197"", ""29.113.241.69""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""240.60.245.137"" from ""217.187.179.158"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""240.60.245.137"", ""217.187.179.158""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""240.186.208.245"" from ""114.252.31.57"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""240.186.208.245"", ""114.252.31.57""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""87.54.251.181"" from ""64.137.165.89"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""87.54.251.181"", ""64.137.165.89""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""85.174.35.184"" from ""234.127.32.48"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""85.174.35.184"", ""234.127.32.48""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""107.50.211.75"" from ""4.195.231.228"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""107.50.211.75"", ""4.195.231.228""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""161.64.54.109"" from ""196.254.173.177"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""161.64.54.109"", ""196.254.173.177""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""61.220.86.16"" from ""197.169.82.10"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""61.220.86.16"", ""197.169.82.10""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""197.167.253.150"" from ""160.201.88.99"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""197.167.253.150"", ""160.201.88.99""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""244.78.121.17"" from ""92.160.18.244"" source and ""LAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""244.78.121.17"", ""92.160.18.244""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""213.229.141.186"" from ""44.139.188.189"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""213.229.141.186"", ""44.139.188.189""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""85.237.16.211"" from ""113.61.233.124"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""85.237.16.211"", ""113.61.233.124""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""69.112.74.126"" from ""82.95.247.163"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""69.112.74.126"", ""82.95.247.163""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""182.134.64.162"" from ""59.248.2.59"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""182.134.64.162"", ""59.248.2.59""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""18.73.140.105"" from ""122.191.164.139"" source and ""WAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""18.73.140.105"", ""122.191.164.139""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""114.47.64.195"" from ""131.68.231.74"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""114.47.64.195"", ""131.68.231.74""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""177.117.78.149"" from ""235.240.156.104"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""177.117.78.149"", ""235.240.156.104""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""70.45.164.238"" from ""52.194.45.109"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""70.45.164.238"", ""52.194.45.109""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""213.205.129.80"" from ""94.201.37.127"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""213.205.129.80"", ""94.201.37.127""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""219.109.46.238"" from ""184.51.91.221"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""219.109.46.238"", ""184.51.91.221""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""178.31.214.178"" from ""151.143.36.202"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""178.31.214.178"", ""151.143.36.202""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""78.205.183.242"" from ""61.63.105.173"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""78.205.183.242"", ""61.63.105.173""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""129.205.13.74"" from ""139.17.127.61"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""129.205.13.74"", ""139.17.127.61""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""73.181.213.27"" from ""124.57.65.142"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""73.181.213.27"", ""124.57.65.142""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""26.131.132.13"" from ""226.108.10.35"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""26.131.132.13"", ""226.108.10.35""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""23.161.109.212"" from ""10.113.126.4"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""23.161.109.212"", ""10.113.126.4""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""182.90.235.6"" from ""125.240.204.143"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""182.90.235.6"", ""125.240.204.143""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""127.6.122.236"" from ""169.49.182.175"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""127.6.122.236"", ""169.49.182.175""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""28.161.223.136"" from ""227.2.74.122"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""28.161.223.136"", ""227.2.74.122""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""81.128.221.81"" from ""40.104.222.163"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""81.128.221.81"", ""40.104.222.163""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""96.220.65.130"" from ""172.75.122.94"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""96.220.65.130"", ""172.75.122.94""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""115.7.97.12"" from ""169.37.208.37"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""115.7.97.12"", ""169.37.208.37""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""243.73.117.46"" from ""140.220.193.199"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""243.73.117.46"", ""140.220.193.199""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""98.7.79.3"" from ""254.99.49.55"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""98.7.79.3"", ""254.99.49.55""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""236.153.151.130"" from ""73.17.121.242"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""236.153.151.130"", ""73.17.121.242""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""222.172.16.44"" from ""254.27.137.200"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""222.172.16.44"", ""254.27.137.200""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""198.2.22.83"" from ""213.98.146.83"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""198.2.22.83"", ""213.98.146.83""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""35.116.214.86"" from ""114.48.46.229"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""35.116.214.86"", ""114.48.46.229""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""223.110.151.164"" from ""205.205.236.67"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""223.110.151.164"", ""205.205.236.67""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""195.146.124.97"" from ""104.221.53.135"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""195.146.124.97"", ""104.221.53.135""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""223.170.22.185"" from ""162.203.44.81"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""223.170.22.185"", ""162.203.44.81""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""176.48.44.9"" from ""17.243.178.189"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""176.48.44.9"", ""17.243.178.189""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""25.250.139.146"" from ""224.113.25.194"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""25.250.139.146"", ""224.113.25.194""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""150.247.243.192"" from ""130.141.79.115"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""150.247.243.192"", ""130.141.79.115""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""73.92.19.240"" from ""28.57.85.189"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""73.92.19.240"", ""28.57.85.189""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""61.225.233.254"" from ""218.64.16.128"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""61.225.233.254"", ""218.64.16.128""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""255.34.197.39"" from ""161.147.81.229"" source and ""WAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""255.34.197.39"", ""161.147.81.229""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
